src,dst,amount,timestamp,is_fraud,ring_id,pattern,txn_id
U001657,U001780,300.28,2025-01-02 05:44:00,0,,legit,T0000079
M002052,C002071,14603.95,2025-01-02 05:53:00,1,MULE_3,mule_fanout,T0000080
U000695,U000718,183.18,2025-01-02 05:55:00,0,,legit,T0000081
M002052,C002073,20685.72,2025-01-02 06:47:00,1,MULE_3,mule_fanout,T0000082
M002052,C002075,22081.66,2025-01-02 06:50:00,1,MULE_3,mule_fanout,T0000083
U001241,U000428,121.45,2025-01-02 06:52:00,0,,legit,T0000084
U001985,U001404,462.79,2025-01-02 07:35:00,0,,legit,T0000085
U001892,U000594,228.57,2025-01-02 07:42:00,0,,legit,T0000086
U001658,U000093,379.89,2025-01-02 08:32:00,0,,legit,T0000087
U001083,U001512,4596.02,2025-01-02 08:40:00,0,,legit,T0000088
U001507,U001899,92.07,2025-01-02 09:49:00,0,,legit,T0000089
U000246,U001149,367.42,2025-01-02 10:12:00,0,,legit,T0000090
U000293,U001084,487.03,2025-01-02 10:15:00,0,,legit,T0000091
U000851,U001535,2292.63,2025-01-02 10:55:00,0,,legit,T0000092
U000681,U000484,494.49,2025-01-02 11:31:00,0,,legit,T0000093
U001120,U001955,1454.59,2025-01-02 11:43:00,0,,legit,T0000094
U000724,U000219,262.34,2025-01-02 11:56:00,0,,legit,T0000095
U001561,U000854,462.12,2025-01-02 12:03:00,0,,legit,T0000096
U000429,U000972,202.99,2025-01-02 12:14:00,0,,legit,T0000097
U000241,U001064,269.07,2025-01-02 12:41:00,0,,legit,T0000098
U000995,U000510,870.56,2025-01-02 12:49:00,0,,legit,T0000099
U001871,U001174,412.16,2025-01-02 13:02:00,0,,legit,T0000100
U001891,U001690,124.25,2025-01-02 13:18:00,0,,legit,T0000101
U000769,U000181,1376.57,2025-01-02 13:40:00,0,,legit,T0000102
U001172,U001509,62.39,2025-01-02 14:21:00,0,,legit,T0000103
U001393,U000030,206.6,2025-01-02 15:16:00,0,,legit,T0000104
U000963,U001388,3226.82,2025-01-02 15:30:00,0,,legit,T0000105
U001286,U000636,123.26,2025-01-02 15:39:00,0,,legit,T0000106
U001695,U000483,113.32,2025-01-02 15:42:00,0,,legit,T0000107
U001551,U001425,3633.63,2025-01-02 15:52:00,0,,legit,T0000108
U001197,U000209,213.57,2025-01-02 16:42:00,0,,legit,T0000109
U000873,U000270,222.55,2025-01-02 17:01:00,0,,legit,T0000110
U001875,U001137,46.69,2025-01-02 17:14:00,0,,legit,T0000111
U000185,U000937,3082.18,2025-01-02 17:27:00,0,,legit,T0000112
U001983,U000488,28.71,2025-01-02 17:29:00,0,,legit,T0000113
U000999,U000032,367.38,2025-01-02 17:35:00,0,,legit,T0000114
U001675,U000390,106.05,2025-01-02 17:58:00,0,,legit,T0000115
U000011,U001452,418.82,2025-01-02 18:33:00,0,,legit,T0000116
U000311,U001834,340.14,2025-01-02 18:37:00,0,,legit,T0000117
U001177,U000601,343.33,2025-01-02 19:53:00,0,,legit,T0000118
U001101,U001092,165.84,2025-01-02 20:04:00,0,,legit,T0000119
U000311,U001098,1901.19,2025-01-02 20:47:00,0,,legit,T0000120
U000729,U000500,395.3,2025-01-02 20:48:00,0,,legit,T0000121
U000125,U000544,1375.79,2025-01-02 21:37:00,0,,legit,T0000122
U000782,U001745,46.53,2025-01-02 22:02:00,0,,legit,T0000123
U001865,U001702,2778.67,2025-01-02 22:27:00,0,,legit,T0000124
U001890,U001983,183.07,2025-01-02 22:53:00,0,,legit,T0000125
U001544,U001100,204.48,2025-01-02 23:06:00,0,,legit,T0000126
U000655,U000319,369.03,2025-01-02 23:34:00,0,,legit,T0000127
U001500,U001684,3909.33,2025-01-03 01:29:00,0,,legit,T0000128
U000875,U001148,166.82,2025-01-03 03:04:00,0,,legit,T0000129
U000458,U000097,4103.12,2025-01-03 04:06:00,0,,legit,T0000130
U001463,U001752,241.76,2025-01-03 05:04:00,0,,legit,T0000131
U000918,U001167,263.44,2025-01-03 05:22:00,0,,legit,T0000132
U000745,U000509,217.99,2025-01-03 05:35:00,0,,legit,T0000133
U001970,U000121,4715.46,2025-01-03 05:55:00,0,,legit,T0000134
U000009,U000983,1095.33,2025-01-03 06:12:00,0,,legit,T0000135
U001841,U000615,120.88,2025-01-03 06:25:00,0,,legit,T0000136
U000366,U001911,279.74,2025-01-03 06:28:00,0,,legit,T0000137
U000418,U001797,270.45,2025-01-03 07:01:00,0,,legit,T0000138
U000798,U000038,169.28,2025-01-03 07:20:00,0,,legit,T0000139
U000850,U001722,3038.63,2025-01-03 07:34:00,0,,legit,T0000140
U000102,U001755,38588.85,2025-01-03 08:59:00,0,,legit,T0000141
U000930,U000035,457.9,2025-01-03 09:05:00,0,,legit,T0000142
U000973,U000402,391.92,2025-01-03 09:52:00,0,,legit,T0000143
U000451,U000048,499.76,2025-01-03 09:58:00,0,,legit,T0000144
U000607,U001860,331.27,2025-01-03 10:39:00,0,,legit,T0000145
F002070,U000274,697.57,2025-01-03 10:54:00,0,,legit_by_fraud_acct,T0000146
U001436,U000800,338.95,2025-01-03 11:03:00,0,,legit,T0000147
S002370,U000856,379.3,2025-01-03 14:08:00,0,,legit_by_fraud_acct,T0000148
U001351,U001277,4523.25,2025-01-03 14:24:00,0,,legit,T0000149
U001286,U001303,56.6,2025-01-03 14:47:00,0,,legit,T0000150
U000522,U001365,1179.76,2025-01-03 14:57:00,0,,legit,T0000151
U000735,U001949,445.67,2025-01-03 15:08:00,0,,legit,T0000152
U001405,U000931,130.02,2025-01-03 15:41:00,0,,legit,T0000153
U001931,U001511,435.48,2025-01-03 15:51:00,0,,legit,T0000154
U000225,U001985,48879.59,2025-01-03 15:59:00,0,,legit,T0000155
U001726,U000225,4211.85,2025-01-03 16:19:00,0,,legit,T0000156
U001212,U001426,2105.58,2025-01-03 16:29:00,0,,legit,T0000157
U000120,U001859,1311.99,2025-01-03 16:33:00,0,,legit,T0000158
U000755,U001987,1622.19,2025-01-03 16:37:00,0,,legit,T0000159
U000791,U000249,438.24,2025-01-03 17:05:00,0,,legit,T0000160
U000765,U000896,103.64,2025-01-03 17:11:00,0,,legit,T0000161
U000764,U001960,371.89,2025-01-03 17:55:00,0,,legit,T0000162
U001428,U001860,1574.21,2025-01-03 18:21:00,0,,legit,T0000163
U000614,U001165,489.03,2025-01-03 18:27:00,0,,legit,T0000164
U000212,U001981,238.81,2025-01-03 18:28:00,0,,legit,T0000165
U000690,U001760,465.71,2025-01-03 18:42:00,0,,legit,T0000166
U000476,U001469,59.17,2025-01-03 19:00:00,0,,legit,T0000167
U001156,U000374,3452.04,2025-01-03 19:02:00,0,,legit,T0000168
F002167,M002151,6959.61,2025-01-03 19:20:00,1,MULE_8,mule_fanin,T0000169
F002159,M002151,4073.24,2025-01-03 19:20:00,1,MULE_8,mule_fanin,T0000170
F002166,M002151,2201.29,2025-01-03 19:21:00,1,MULE_8,mule_fanin,T0000171
U001391,U001557,476.99,2025-01-03 19:22:00,0,,legit,T0000172
F002161,M002151,9397.61,2025-01-03 19:25:00,1,MULE_8,mule_fanin,T0000173
U000416,U001187,38046.16,2025-01-03 19:32:00,0,,legit,T0000174
F002156,M002151,6620.58,2025-01-03 19:33:00,1,MULE_8,mule_fanin,T0000175
F002160,M002151,2717.85,2025-01-03 19:40:00,1,MULE_8,mule_fanin,T0000176
F002154,M002151,7343.3,2025-01-03 19:49:00,1,MULE_8,mule_fanin,T0000177
F002168,M002151,2923.78,2025-01-03 19:50:00,1,MULE_8,mule_fanin,T0000178
F002163,M002151,4818.3,2025-01-03 19:52:00,1,MULE_8,mule_fanin,T0000179
F002162,M002151,7469.97,2025-01-03 19:55:00,1,MULE_8,mule_fanin,T0000180
F002158,M002151,9073.91,2025-01-03 19:57:00,1,MULE_8,mule_fanin,T0000181
F002152,M002151,6014.74,2025-01-03 19:57:00,1,MULE_8,mule_fanin,T0000182
F002155,M002151,6988.32,2025-01-03 20:05:00,1,MULE_8,mule_fanin,T0000183
F002157,M002151,3643.28,2025-01-03 20:05:00,1,MULE_8,mule_fanin,T0000184
U001776,U000746,73.9,2025-01-03 20:07:00,0,,legit,T0000185
U001557,U000670,213.59,2025-01-03 20:07:00,0,,legit,T0000186
M002151,C002169,16376.04,2025-01-03 20:12:00,1,MULE_8,mule_fanout,T0000187
U001305,U000434,2226.05,2025-01-03 20:12:00,0,,legit,T0000188
U001478,U001725,181.19,2025-01-03 20:29:00,0,,legit,T0000189
F002165,M002151,2228.94,2025-01-03 20:32:00,1,MULE_8,mule_fanin,T0000190
F002164,M002151,8987.33,2025-01-03 20:32:00,1,MULE_8,mule_fanin,T0000191
F002153,M002151,2063.66,2025-01-03 20:33:00,1,MULE_8,mule_fanin,T0000192
U000840,U000194,2770.81,2025-01-03 21:08:00,0,,legit,T0000193
U000975,U000008,3045.88,2025-01-03 21:11:00,0,,legit,T0000194
M002151,C002172,23900.02,2025-01-03 21:12:00,1,MULE_8,mule_fanout,T0000195
U001375,U001563,1947.82,2025-01-03 21:17:00,0,,legit,T0000196
U000261,U000530,499.29,2025-01-03 21:32:00,0,,legit,T0000197
M002151,C002171,17332.7,2025-01-03 22:36:00,1,MULE_8,mule_fanout,T0000198
M002151,C002170,17207.38,2025-01-03 22:37:00,1,MULE_8,mule_fanout,T0000199
U001447,U000601,4571.31,2025-01-03 22:58:00,0,,legit,T0000200
U000960,U001095,468.88,2025-01-03 22:59:00,0,,legit,T0000201
U001895,U000109,3940.32,2025-01-03 22:59:00,0,,legit,T0000202
U001153,U001977,98.43,2025-01-04 00:51:00,0,,legit,T0000203
U001874,U001374,3690.2,2025-01-04 01:16:00,0,,legit,T0000204
U001501,U000509,1868.32,2025-01-04 01:54:00,0,,legit,T0000205
U001335,U001107,434.87,2025-01-04 02:59:00,0,,legit,T0000206
U001580,U001245,247.95,2025-01-04 03:19:00,0,,legit,T0000207
U001044,U001614,80.92,2025-01-04 03:33:00,0,,legit,T0000208
U001278,U001309,39789.57,2025-01-04 03:59:00,0,,legit,T0000209
U000090,U000620,1339.25,2025-01-04 04:12:00,0,,legit,T0000210
U000518,U000497,1789.77,2025-01-04 04:56:00,0,,legit,T0000211
U001986,U000622,323.87,2025-01-04 06:44:00,0,,legit,T0000212
U000048,U000634,410.5,2025-01-04 06:53:00,0,,legit,T0000213
U000005,U000090,192.53,2025-01-04 07:02:00,0,,legit,T0000214
S002379,U000560,161.29,2025-01-04 07:09:00,0,,legit_by_fraud_acct,T0000215
U001223,U001072,272.4,2025-01-04 07:44:00,0,,legit,T0000216
U000834,U000778,475.13,2025-01-04 07:51:00,0,,legit,T0000217
U000972,U000920,33086.22,2025-01-04 08:06:00,0,,legit,T0000218
U001202,U000138,398.37,2025-01-04 08:13:00,0,,legit,T0000219
U000303,U001196,4953.75,2025-01-04 08:23:00,0,,legit,T0000220
U000836,U001565,4073.61,2025-01-04 08:26:00,0,,legit,T0000221
U001608,U001837,48.21,2025-01-04 08:28:00,0,,legit,T0000222
U001619,U000808,278.32,2025-01-04 08:34:00,0,,legit,T0000223
U000487,U000270,1837.03,2025-01-04 08:51:00,0,,legit,T0000224
U001221,U001179,157.22,2025-01-04 10:52:00,0,,legit,T0000225
U000863,U000057,1808.35,2025-01-04 10:52:00,0,,legit,T0000226
U001657,U000152,18512.14,2025-01-04 10:54:00,0,,legit,T0000227
U000052,U000269,164.92,2025-01-04 11:50:00,0,,legit,T0000228
U000303,U001774,302.77,2025-01-04 11:57:00,0,,legit,T0000229
U001112,U000878,131.3,2025-01-04 12:04:00,0,,legit,T0000230
L002344,U001609,219.45,2025-01-04 13:20:00,0,,legit_by_fraud_acct,T0000231
U000362,U000872,90.47,2025-01-04 15:50:00,0,,legit,T0000232
U001735,U000865,1418.29,2025-01-04 16:06:00,0,,legit,T0000233
U001678,U001184,3936.25,2025-01-04 16:13:00,0,,legit,T0000234
U001242,U000940,33697.01,2025-01-04 16:14:00,0,,legit,T0000235
U000612,U001043,498.89,2025-01-04 18:20:00,0,,legit,T0000236
U000358,U001992,308.81,2025-01-04 18:57:00,0,,legit,T0000237
U001078,U000281,136.29,2025-01-04 19:06:00,0,,legit,T0000238
U000255,U000830,1067.46,2025-01-04 19:12:00,0,,legit,T0000239
U000519,U001029,458.6,2025-01-04 19:17:00,0,,legit,T0000240
U001837,U000777,375.59,2025-01-04 21:04:00,0,,legit,T0000241
U000704,U001024,124.16,2025-01-04 21:15:00,0,,legit,T0000242
U001968,U001533,357.74,2025-01-04 21:20:00,0,,legit,T0000243
U001143,U001542,37.11,2025-01-04 22:46:00,0,,legit,T0000244
U000947,U000571,111.04,2025-01-04 23:27:00,0,,legit,T0000245
U000154,U000019,257.03,2025-01-04 23:51:00,0,,legit,T0000246
U000391,U000048,44113.23,2025-01-05 00:18:00,0,,legit,T0000247
U001005,U000917,79.02,2025-01-05 02:18:00,0,,legit,T0000248
U001190,U001657,190.13,2025-01-05 02:29:00,0,,legit,T0000249
U001621,F002100,548.9,2025-01-05 02:36:00,0,,legit_by_fraud_acct,T0000250
U001230,U001406,317.82,2025-01-05 04:21:00,0,,legit,T0000251
U000146,U001327,139.99,2025-01-05 04:46:00,0,,legit,T0000252
U001604,U001119,477.55,2025-01-05 05:08:00,0,,legit,T0000253
U000467,U001085,3108.52,2025-01-05 05:56:00,0,,legit,T0000254
U000615,U000242,143.85,2025-01-05 06:33:00,0,,legit,T0000255
U001816,U001555,312.43,2025-01-05 06:51:00,0,,legit,T0000256
U001853,U000273,20.17,2025-01-05 07:41:00,0,,legit,T0000257
U001855,U000162,399.16,2025-01-05 08:13:00,0,,legit,T0000258
U001297,U000478,3404.06,2025-01-05 08:35:00,0,,legit,T0000259
U001504,U001174,262.71,2025-01-05 09:24:00,0,,legit,T0000260
U000906,U001796,303.43,2025-01-05 09:32:00,0,,legit,T0000261
U000395,U000374,2878.17,2025-01-05 09:44:00,0,,legit,T0000262
U001149,U001550,208.42,2025-01-05 09:52:00,0,,legit,T0000263
U001528,U000772,1636.29,2025-01-05 10:05:00,0,,legit,T0000264
U000962,U001823,46723.27,2025-01-05 10:32:00,0,,legit,T0000265
U000514,U001386,46.69,2025-01-05 10:37:00,0,,legit,T0000266
U001257,U001510,2813.93,2025-01-05 10:53:00,0,,legit,T0000267
U000075,U000985,77.47,2025-01-05 11:20:00,0,,legit,T0000268
U001524,U000321,463.83,2025-01-05 11:43:00,0,,legit,T0000269
U000829,U000531,54.61,2025-01-05 11:54:00,0,,legit,T0000270
L002318,U000131,258.0,2025-01-05 12:06:00,0,,legit_by_fraud_acct,T0000271
U001642,U001113,1552.16,2025-01-05 12:50:00,0,,legit,T0000272
U000833,U000424,416.66,2025-01-05 13:42:00,0,,legit,T0000273
U000528,U000935,297.35,2025-01-05 13:44:00,0,,legit,T0000274
U000225,U000492,3385.04,2025-01-05 14:11:00,0,,legit,T0000275
U001723,U001783,428.26,2025-01-05 14:12:00,0,,legit,T0000276
U000225,U000390,494.14,2025-01-05 14:20:00,0,,legit,T0000277
U000007,U000406,130.11,2025-01-05 14:53:00,0,,legit,T0000278
U001592,U000323,4270.29,2025-01-05 15:05:00,0,,legit,T0000279
U000500,U000783,241.88,2025-01-05 15:46:00,0,,legit,T0000280
U000154,U001827,239.18,2025-01-05 16:40:00,0,,legit,T0000281
U000842,U000024,373.53,2025-01-05 16:46:00,0,,legit,T0000282
U000124,U000042,4070.87,2025-01-05 17:33:00,0,,legit,T0000283
U001851,U001457,21.37,2025-01-05 17:57:00,0,,legit,T0000284
U000466,U001182,36645.52,2025-01-05 17:57:00,0,,legit,T0000285
U000835,U001221,282.45,2025-01-05 18:05:00,0,,legit,T0000286
U000769,U000263,296.01,2025-01-05 18:12:00,0,,legit,T0000287
U000402,U000050,21052.91,2025-01-05 18:27:00,0,,legit,T0000288
U000877,U000556,486.45,2025-01-05 18:59:00,0,,legit,T0000289
U001637,U001013,48.68,2025-01-05 19:57:00,0,,legit,T0000290
U000650,S002504,477.51,2025-01-05 20:39:00,0,,legit_by_fraud_acct,T0000291
U001121,U000369,222.52,2025-01-05 20:45:00,0,,legit,T0000292
U000453,U000460,26313.38,2025-01-05 22:20:00,0,,legit,T0000293
U001175,U000372,2070.97,2025-01-05 22:28:00,0,,legit,T0000294
U001504,U001383,133.61,2025-01-05 22:52:00,0,,legit,T0000295
U000167,U000963,134.77,2025-01-05 23:34:00,0,,legit,T0000296
U001338,U001712,248.23,2025-01-06 01:44:00,0,,legit,T0000297
U000484,U000259,1145.64,2025-01-06 02:08:00,0,,legit,T0000298
U001127,U000903,108.22,2025-01-06 02:53:00,0,,legit,T0000299
U001720,U000173,361.31,2025-01-06 02:54:00,0,,legit,T0000300
U000773,U000786,3301.67,2025-01-06 03:52:00,0,,legit,T0000301
U000420,U001075,1290.13,2025-01-06 04:01:00,0,,legit,T0000302
U001236,U001531,2729.62,2025-01-06 04:07:00,0,,legit,T0000303
U001961,U000220,347.18,2025-01-06 04:09:00,0,,legit,T0000304
U000094,U000572,414.67,2025-01-06 04:38:00,0,,legit,T0000305
U000162,U000307,26.71,2025-01-06 04:43:00,0,,legit,T0000306
U000376,U001749,251.26,2025-01-06 04:46:00,0,,legit,T0000307
U001428,U000893,4143.53,2025-01-06 05:18:00,0,,legit,T0000308
U001210,U001283,318.79,2025-01-06 05:50:00,0,,legit,T0000309
U001580,U001711,14.84,2025-01-06 06:25:00,0,,legit,T0000310
U001065,U001972,3987.4,2025-01-06 06:45:00,0,,legit,T0000311
U001107,U000677,246.65,2025-01-06 07:52:00,0,,legit,T0000312
U000387,U000128,3592.77,2025-01-06 07:53:00,0,,legit,T0000313
U000453,U001521,3228.84,2025-01-06 08:43:00,0,,legit,T0000314
U000484,U001180,65.83,2025-01-06 09:01:00,0,,legit,T0000315
U001049,U001522,20.33,2025-01-06 09:17:00,0,,legit,T0000316
U000850,U001566,451.18,2025-01-06 09:35:00,0,,legit,T0000317
S002353,U001889,647.54,2025-01-06 09:45:00,0,,legit_by_fraud_acct,T0000318
U000855,U001338,7016.73,2025-01-06 09:49:00,0,,legit,T0000319
U000961,U001204,269.53,2025-01-06 10:24:00,0,,legit,T0000320
U000705,U000792,104.08,2025-01-06 10:54:00,0,,legit,T0000321
U000094,U000087,125.59,2025-01-06 11:08:00,0,,legit,T0000322
U000027,U000939,2823.82,2025-01-06 11:44:00,0,,legit,T0000323
U001946,U001479,4055.49,2025-01-06 12:05:00,0,,legit,T0000324
U000631,U001481,241.42,2025-01-06 12:16:00,0,,legit,T0000325
U001664,U001435,357.15,2025-01-06 12:35:00,0,,legit,T0000326
U000926,U001460,38.73,2025-01-06 12:36:00,0,,legit,T0000327
U000350,U001170,2198.1,2025-01-06 12:42:00,0,,legit,T0000328
U001364,U000966,4841.63,2025-01-06 12:51:00,0,,legit,T0000329
U001592,U000539,104.65,2025-01-06 12:59:00,0,,legit,T0000330
U000206,U001005,881.04,2025-01-06 13:04:00,0,,legit,T0000331
U001765,U001209,326.99,2025-01-06 13:14:00,0,,legit,T0000332
U000690,U000405,426.75,2025-01-06 15:25:00,0,,legit,T0000333
U001149,U001248,2883.5,2025-01-06 15:53:00,0,,legit,T0000334
U000859,U001976,4580.65,2025-01-06 16:09:00,0,,legit,T0000335
F002101,U001730,630.14,2025-01-06 17:18:00,0,,legit_by_fraud_acct,T0000336
U001347,U000289,332.52,2025-01-06 17:25:00,0,,legit,T0000337
U000484,U000310,343.78,2025-01-06 17:37:00,0,,legit,T0000338
U000184,U000582,329.48,2025-01-06 17:43:00,0,,legit,T0000339
U000626,U001429,64.74,2025-01-06 17:48:00,0,,legit,T0000340
U000696,U001681,327.09,2025-01-06 18:55:00,0,,legit,T0000341
U001964,U001772,172.18,2025-01-06 21:05:00,0,,legit,T0000342
U001284,U001170,2144.03,2025-01-06 21:17:00,0,,legit,T0000343
U000110,U000433,1887.78,2025-01-06 21:27:00,0,,legit,T0000344
U001140,U000503,2572.09,2025-01-06 21:31:00,0,,legit,T0000345
U001836,U000772,56.32,2025-01-06 22:38:00,0,,legit,T0000346
U001102,U001537,174.8,2025-01-06 23:29:00,0,,legit,T0000347
U001817,U001681,18.02,2025-01-06 23:50:00,0,,legit,T0000348
U000295,U000606,320.7,2025-01-07 00:41:00,0,,legit,T0000349
U001253,U000685,413.81,2025-01-07 01:04:00,0,,legit,T0000350
S002474,U001520,772.95,2025-01-07 02:10:00,0,,legit_by_fraud_acct,T0000351
U000835,U000211,5679.98,2025-01-07 02:22:00,0,,legit,T0000352
U000091,U000946,2342.62,2025-01-07 02:40:00,0,,legit,T0000353
U001937,U001186,67.76,2025-01-07 04:56:00,0,,legit,T0000354
U000662,U000923,53.78,2025-01-07 05:29:00,0,,legit,T0000355
U000995,U001432,1687.0,2025-01-07 06:02:00,0,,legit,T0000356
U000106,U000939,2325.38,2025-01-07 06:14:00,0,,legit,T0000357
U000183,U000546,1392.97,2025-01-07 06:18:00,0,,legit_incidental,T0000358
U001987,U000385,232.34,2025-01-07 06:30:00,0,,legit,T0000359
U001907,U000113,383.88,2025-01-07 06:34:00,0,,legit,T0000360
U001244,U000092,133.48,2025-01-07 06:59:00,0,,legit,T0000361
U001868,U000459,43471.26,2025-01-07 07:27:00,0,,legit,T0000362
U001909,U000839,402.48,2025-01-07 07:34:00,0,,legit,T0000363
U000579,U000617,2434.18,2025-01-07 07:40:00,0,,legit,T0000364
U001987,U001201,4634.84,2025-01-07 07:56:00,0,,legit,T0000365
U000829,U000751,199.28,2025-01-07 08:24:00,0,,legit,T0000366
U000126,U001662,153.07,2025-01-07 08:34:00,0,,legit,T0000367
