node,in_degree,out_degree,degree_ratio,total_in_amount,total_out_amount,net_flow,flow_ratio,avg_in_amount,avg_out_amount,std_in_amount,std_out_amount,pagerank,betweenness,clustering_coeff,in_cycle,cycle_length,community_id,community_size,community_fraud_density,burst_in_2h,burst_out_2h,same_day_pass_through,fan_in_score,fan_out_score,is_fraud_node,predicted_fraud,fraud_probability,flag_cycle_ring,flag_fan_mule,flag_burst_passthrough,flag_risky_community,rule_based_risk_score,rule_based_flag,sample_pattern
U000764,8,7,1.125,7427.1900000000005,5602.83,1824.3600000000006,1.3255559144370905,928.3987500000001,800.4042857142857,961.9229385381853,1274.8987402687223,0.00026694434158064883,0.0018779001282348692,0.01904761904761905,1,5,50,33,0.0,1,1,6,1.1428571428571428,0.875,0,0,2.665622203493319e-07,1,0,0,0,1,0,legit
U001531,10,2,3.6666666666666665,13044.99,436.45,12608.539999999999,29.822814035889817,1304.499,218.225,1268.9629569490987,15.724999999999994,0.0006161069851576468,0.001887616312470211,0.015151515151515152,1,4,44,41,0.0,1,1,2,5.0,0.2,0,0,0.0010533122064353211,1,0,0,0,1,0,legit
U001294,5,4,1.2,8833.72,2560.21,6273.509999999999,3.4494321043569247,1766.7440000000001,640.0525,1942.8741317089998,733.848519054682,0.0004549842830580182,0.0007428153959298545,0.027777777777777776,1,3,16,27,0.0,1,1,4,1.25,0.8,0,0,0.0012034986484093142,1,0,0,0,1,0,legit
U000958,3,1,2.0,44253.18,25.62,44227.56,1662.441021788129,14751.060000000003,25.62,20103.350887433335,0.0,0.00022791408434033874,0.0002842095334718158,0.0,0,0,50,33,0.0,1,0,1,3.0,0.3333333333333333,0,0,0.03248075228506862,0,0,0,0,0,0,legit
U001662,2,5,0.5,200.25,27193.62,-26993.37,0.0074003608066595524,100.125,5438.723999999999,52.94499999999999,9690.619972634568,8.436742795865368e-05,0.0002263775663765238,0.0,1,6,42,52,0.0,1,1,2,0.4,2.5,0,0,0.006307570731501767,1,0,0,0,1,0,legit
U001700,9,3,2.5,13598.13,7862.9800000000005,5735.149999999999,1.7292935638188294,1510.9033333333334,2620.9933333333333,1621.9930690083454,1558.6329990375825,0.0012948625576699887,0.0020897882892912147,0.0,1,5,74,59,0.0,1,1,3,3.0,0.3333333333333333,0,0,2.6309227562343335e-07,1,0,0,0,1,0,legit
U001713,2,4,0.6,469.92,8739.0,-8269.08,0.05388100686498856,234.96,2184.75,161.46,1683.5191335117042,0.00010758353692522752,0.0001583478136492293,0.0,1,5,74,59,0.0,1,1,2,0.5,2.0,0,0,0.0010657951431232617,1,0,0,0,1,0,legit
U001379,6,8,0.7777777777777778,11267.81,6163.13,5104.679999999999,1.8281265969406875,1877.9683333333332,770.39125,3679.5411862550504,1133.2127646920228,0.0005444522098286476,0.002170352638174469,0.02197802197802198,1,5,32,28,0.0,1,1,6,0.75,1.3333333333333333,0,0,2.665622203493319e-07,1,0,0,0,1,0,legit
U001632,4,6,0.7142857142857143,38940.38,44112.520000000004,-5172.140000000007,0.8827538586809666,9735.095,7352.086666666667,13322.183497417944,9524.760877039847,0.000913470277662984,0.0020667610623365906,0.0,1,5,74,59,0.0,1,1,4,0.6666666666666666,1.5,0,0,0.0009715845477899677,1,0,0,0,1,0,legit
U000108,10,7,1.375,24915.65,53271.72,-28356.07,0.467718749859215,2491.565,7610.245714285715,4013.6295491767796,15449.02925158994,0.001145730633093818,0.003894540248021642,0.007352941176470588,1,3,74,59,0.0,1,1,7,1.4285714285714286,0.7,0,0,2.183203307071731e-07,1,0,0,0,1,0,legit
U001489,9,2,3.3333333333333335,12828.61,3899.8500000000004,8928.76,3.2889267723701243,1425.401111111111,1949.9250000000002,1295.8455497168586,1277.875,0.0008028969645413273,0.0007278103614211998,0.0,1,6,37,36,0.0,1,1,2,4.5,0.2222222222222222,0,0,2.5266467873317654e-07,1,0,0,0,1,0,legit
U001961,5,6,0.8571428571428571,69239.83,4136.63,65103.200000000004,16.734418012243722,13847.966,689.4383333333334,16358.596374456582,745.6332705250543,0.0012675685365685868,0.0016229062867646965,0.01818181818181818,1,4,4,22,0.0,1,1,5,0.8333333333333334,1.2,0,0,0.002436820783125174,1,0,0,0,1,0,legit
U000438,5,7,0.75,1012.78,37347.96,-36335.18,0.02714345995176305,202.55599999999998,5335.422857142856,152.59046072412258,10865.729111760666,0.00010723121644236165,0.0013817333163974473,0.0,1,5,34,38,0.16216216216216217,2,1,5,0.7142857142857143,1.4,0,0,0.010672718029738255,1,0,0,0,1,0,legit
U001723,19,6,2.857142857142857,16874.91,5001.08,11873.83,3.3737785081406133,888.1531578947369,833.5133333333333,531.109637963195,1226.7931022883288,0.001824348813275725,0.005607188263941326,0.006666666666666667,1,4,36,31,0.0,3,1,6,3.1666666666666665,0.3157894736842105,0,0,0.005487879527503097,1,0,0,0,1,0,legit_merchant_hub
U001868,7,3,2.0,33871.83,43800.85,-9929.019999999997,0.7733196200617097,4838.832857142857,14600.283333333333,9784.497051258053,20414.891957141375,0.0011434283561586925,0.0016285218082386034,0.022222222222222223,1,5,32,28,0.0,1,1,3,2.3333333333333335,0.42857142857142855,0,0,0.004437419275808347,1,0,0,0,1,0,legit
U001522,6,2,2.3333333333333335,776.33,3117.59,-2341.26,0.2492568757034429,129.38833333333335,1558.795,77.70291680854429,1231.2250000000001,0.00012750201601881262,0.0006603705022674511,0.0,0,0,43,41,0.0,1,1,2,3.0,0.3333333333333333,0,0,0.014024341797552223,0,0,0,0,0,0,legit
U000217,7,6,1.1428571428571428,3541.41,1796.27,1745.1399999999999,1.970994897817245,505.9157142857143,299.37833333333333,496.6637080663374,78.66637431089742,0.00033669164813379074,0.004864341842928327,0.02564102564102564,1,5,24,34,0.0,1,1,6,1.1666666666666667,0.8571428571428571,0,0,2.665622203493319e-07,1,0,0,0,1,0,legit
U001338,5,4,1.2,8309.39,4372.83,3936.5599999999995,1.9000258354805741,1661.878,1093.2075,2679.8169484231566,1518.536078504146,0.00048573245609555,0.0015927523773832174,0.0,1,6,61,32,0.0,1,1,4,1.25,0.8,0,0,2.665622203493319e-07,1,0,0,0,1,0,legit
U001972,9,5,1.6666666666666667,50560.18,9674.34,40885.84,5.225778112190373,5617.797777777778,1934.868,13404.387594793792,1634.795434632725,0.000632457246968599,0.0017585428009081396,0.0,1,5,3,37,0.0,1,1,5,1.8,0.5555555555555556,0,0,1.6295491236344206e-07,1,0,0,0,1,0,legit
U001127,5,10,0.5454545454545454,4870.17,53601.43,-48731.26,0.09087591737911882,974.034,5360.142999999999,868.2337314940028,14548.015179698603,0.00020997048235155822,0.0034028363525010507,0.0,1,4,74,59,0.0,1,1,5,0.5,2.0,0,0,2.183203307071731e-07,1,0,0,0,1,0,legit
U000805,9,3,2.5,8224.66,39726.71,-31502.05,0.20705094756279685,913.8511111111111,13242.236666666666,1278.8860810047368,18482.122331428523,0.0005831754337561748,0.0021199268515387283,0.0,1,4,18,22,0.0,1,1,3,3.0,0.3333333333333333,0,0,2.6272851529811e-07,1,0,0,0,1,0,legit
U000903,5,4,1.2,1054.2,4998.18,-3943.9800000000005,0.21107461623706286,210.84,1249.545,136.65220247035904,1685.6307009618095,0.00012494673985370545,0.004374189602918644,0.0,1,6,80,16,0.9333333333333333,1,1,4,1.25,0.8,0,0,0.07631974627867716,1,0,0,1,2,1,legit
U000282,6,7,0.875,4655.59,4853.46,-197.8699999999999,0.9592395446661421,775.9316666666667,693.3514285714284,1090.518420911459,839.6652814991829,0.0004267813358750682,0.0031887137351580665,0.01282051282051282,1,5,56,31,0.0,1,1,6,0.8571428571428571,1.1666666666666667,0,0,2.665622203493319e-07,1,0,0,0,1,0,legit
U000172,5,6,0.8571428571428571,5603.719999999999,2614.57,2989.149999999999,2.142829287688725,1120.744,435.7616666666667,1504.8262689838984,254.57552261340618,0.00035291791578089427,0.0038876305569232783,0.0,1,5,37,36,0.0,1,1,5,0.8333333333333334,1.2,0,0,2.665622203493319e-07,1,0,0,0,1,0,legit
U001317,4,4,1.0,815.42,7536.38,-6720.96,0.10831615229695199,203.855,1884.0949999999998,181.5702187171674,1177.599069494792,0.0001932625877177294,0.0011635772710719054,0.0,1,6,33,49,0.0,1,1,4,1.0,1.0,0,0,2.4144598496933426e-07,1,0,0,0,1,0,legit
U000164,4,6,0.7142857142857143,3417.12,4851.2,-1434.08,0.704447467128313,854.2799999999999,808.5333333333334,1135.8281180706877,1281.5732417445192,0.00024002406010127875,0.00237131993177698,0.0,1,5,56,31,0.0,1,1,4,0.6666666666666666,1.5,0,0,2.665622203493319e-07,1,0,0,0,1,0,legit
U000783,9,3,2.5,58888.399999999994,4501.54,54386.85999999999,13.079150879281471,6543.155555555556,1500.5133333333333,15095.784736877975,1603.9776428685725,0.0008609328081319673,0.0014267305210909585,0.0,1,5,74,59,0.0,1,1,3,3.0,0.3333333333333333,0,0,1.8826544528855445e-07,1,0,0,0,1,0,legit
U000167,5,2,2.0,2999.82,510.18000000000006,2489.6400000000003,5.870378340310653,599.9639999999999,255.09000000000003,537.4591414647256,120.32000000000001,0.00014900188017924959,0.0005198949721256424,0.0,1,6,58,31,0.0,1,1,2,2.5,0.4,0,0,3.415550394729747e-07,1,0,0,0,1,0,legit
U001695,4,5,0.8333333333333334,3011.47,2083.88,927.5899999999997,1.4449128966655154,752.8675000000001,416.776,986.7803477059877,474.6696389953754,0.00018986221201048833,0.0012762231968016353,0.0,1,4,74,59,0.0,1,1,4,0.8,1.25,0,0,2.665622203493319e-07,1,0,0,0,1,0,legit
U001257,8,3,2.25,9566.72,4163.49,5403.23,2.2974529894416844,1195.8400000000001,1387.83,1450.2990212021796,1119.9214247437185,0.0004420520314912232,0.0010175331014973968,0.0,1,6,6,35,0.0,1,1,3,2.6666666666666665,0.375,0,0,3.4156533504100235e-07,1,0,0,0,1,0,legit
U001696,4,6,0.7142857142857143,47584.100000000006,22721.11,24862.990000000005,2.0942201230431507,11896.025000000001,3786.851666666667,15892.52318099694,5090.742878750332,0.0010539053169445031,0.001554134237227382,0.0,1,4,18,22,0.0,1,1,4,0.6666666666666666,1.5,0,0,1.5602087761100245e-07,1,0,0,0,1,0,legit
